label,p1,p2,p3,p4,p5,r1,r2,r3,r4,r5
ঐ,0.15,30.13,50.33,37.3,-41.69,-95.63,-11.84,23.3,23.31,15.23
ঐ,-4.12,27.79,47.96,35.96,-41.54,-97.95,-10.19,23.19,23.92,19.13
ঐ,-7.72,24.39,44.78,33.13,-42.04,-99.05,-9.52,22.19,23.17,19.58
ঐ,-12.99,23.86,40.34,29.47,-42.28,-91.9,-0.75,32.54,31.14,30.93
ঐ,-7.32,29.42,47.88,34.84,-38.46,-92.78,-6.85,29.11,28.86,25.07
ঐ,-16.98,20.19,35.89,25.27,-45.21,-92.6,-0.21,30.15,29.51,32.23
ঐ,-15.51,26.29,40.24,30.32,-42.31,-102.74,4.14,36.77,31.23,29.87
ঐ,-14.64,19.74,36.15,27.74,-43.61,-100.43,-6.64,21.36,23.08,23.76
ঐ,-20.27,23.59,34.87,32.84,-41.85,-91.88,3.43,35.12,32.5,23.33
ঐ,-29.76,18.72,24.95,24.06,-44.22,-82.67,14.12,44.62,41.26,37.74
ঐ,-29.64,22.39,27.63,26.72,-34.66,-78.17,18.46,51.2,47.23,40.85
ঐ,-20.99,30.3,33.95,30.84,-33.14,-72.94,18.75,56.0,50.99,38.49
ঐ,-18.3,33.65,37.07,33.63,-30.07,-71.61,19.01,58.74,53.22,36.89
ঐ,-13.5,38.81,41.88,38.29,-26.38,-70.3,18.58,62.65,55.93,34.71
ঐ,-12.41,39.01,43.49,39.44,-27.2,-72.65,16.03,60.05,53.73,33.96
ঐ,-13.31,36.84,44.74,40.3,-29.36,-78.07,9.68,52.17,47.55,29.88
ঐ,-12.89,35.34,46.69,41.93,-30.95,-84.08,2.97,43.4,39.7,25.02
ঐ,-17.89,28.78,41.57,37.14,-35.89,-89.57,-0.2,34.37,32.93,22.6
ঐ,-20.92,25.29,37.92,34.03,-38.23,-91.05,0.1,32.77,31.59,22.13
ঐ,-31.86,13.05,26.43,24.81,-49.01,-100.71,0.35,26.43,25.22,23.19
ঐ,-34.8,13.03,24.06,22.39,-48.74,-95.97,3.75,30.79,29.13,28.89
ঐ,-34.86,13.31,23.89,20.83,-48.11,-95.16,5.31,32.41,30.1,29.9
ঐ,-34.65,17.74,24.22,20.74,-45.19,-82.6,12.68,42.3,37.73,39.56
ঐ,-19.46,32.26,41.28,34.83,-33.29,-80.72,9.3,47.4,41.02,33.22
ঐ,-15.15,37.64,46.71,39.29,-31.96,-78.96,7.46,49.48,41.91,27.6
ঐ,-14.11,33.65,48.25,39.89,-34.17,-90.78,-3.89,33.42,29.67,19.41
ঐ,-19.62,28.0,43.17,35.62,-37.82,-94.97,-4.02,29.24,26.72,18.78
ঐ,-21.8,25.39,40.28,33.1,-39.36,-97.14,-4.38,26.93,24.79,17.46
ঐ,-26.54,24.19,36.58,29.97,-41.67,-93.34,1.03,32.97,29.55,23.36
ঐ,-32.48,21.04,31.86,26.02,-42.79,-91.37,5.42,36.2,32.28,28.27
ঐ,-34.88,23.13,29.96,24.95,-39.0,-82.01,14.09,46.21,40.45,37.59
ঐ,-30.72,28.03,34.21,28.39,-35.38,-78.34,15.04,50.6,43.24,36.44
ঐ,-26.75,31.79,38.45,31.58,-32.98,-77.6,13.17,51.08,43.35,34.26
ঐ,-19.31,35.13,46.08,37.65,-32.19,-83.22,3.38,42.94,36.53,26.1
ঐ,-19.82,30.81,45.27,36.62,-35.12,-91.2,-3.54,31.89,28.64,20.73
ঐ,-27.89,20.76,34.25,26.72,-45.72,-95.07,-1.38,28.46,26.03,23.24
ঐ,-15.21,17.98,36.24,24.88,-54.26,-99.93,-8.0,18.51,22.56,24.27
ঐ,-1.98,19.01,33.98,25.29,-43.55,-96.49,-8.49,18.98,26.81,19.47
ঐ,-5.47,25.67,32.93,29.89,-44.74,-96.04,-4.46,23.1,28.35,18.95
ঐ,-8.35,19.02,27.37,22.56,-43.23,-96.98,-4.74,20.15,27.12,43.2
ঐ,-9.07,18.83,25.22,20.42,-36.35,-89.39,4.28,31.37,35.98,48.78
ঐ,-10.63,17.79,26.24,21.15,-34.83,-87.03,5.69,33.41,37.42,46.77
ঐ,-8.67,21.25,29.97,24.35,-33.85,-86.26,5.04,34.31,38.67,45.56
ঐ,-5.79,17.18,25.04,19.88,-35.38,-83.35,5.73,34.45,38.79,49.09
ঐ,-2.29,22.62,30.29,24.41,-31.39,-80.86,5.43,36.98,41.88,44.94
ঐ,-5.82,19.77,25.22,20.02,-24.12,-76.64,8.37,38.2,45.09,39.39
ঐ,-2.65,19.47,29.31,22.14,-27.76,-81.58,4.04,34.24,41.3,50.53
ঐ,3.31,19.58,33.25,25.27,-33.08,-83.35,-0.79,30.34,38.33,43.27
ঐ,-2.81,15.54,30.57,21.74,-35.08,-88.82,-0.61,29.37,37.85,49.09
ঐ,-7.41,6.5,20.85,11.44,-25.54,-77.27,3.26,31.87,39.85,58.58
ঐ,16.96,10.54,26.71,15.82,-25.16,-90.69,-0.27,29.77,37.97,52.22
ঐ,14.34,15.58,26.11,17.45,-20.99,-87.79,0.82,30.06,37.82,45.45
ঐ,14.43,27.56,35.14,25.08,-15.9,-81.46,4.64,37.12,43.9,44.57
ঐ,14.08,28.86,37.02,26.74,-15.59,-80.24,3.36,36.34,43.25,43.03
ঐ,-5.71,30.42,38.2,27.97,-15.32,-68.31,4.16,37.4,43.13,41.56
ঐ,-2.6,29.57,38.47,28.69,-14.8,-71.97,3.27,37.25,42.6,41.5
ঐ,-4.06,31.78,40.07,27.28,-23.03,-72.52,2.18,36.94,41.58,48.85
ঐ,-11.34,33.33,41.42,29.13,-20.26,-64.85,5.2,41.86,44.88,46.97
ঐ,-11.35,34.32,42.33,29.41,-20.15,-62.1,5.08,42.84,45.29,46.45
ঐ,-8.6,38.2,45.58,32.32,-19.02,-62.56,5.71,45.06,45.91,43.14
ঐ,-6.56,41.34,47.64,35.19,-11.97,-62.04,11.16,54.62,52.95,43.22
ঐ,-5.13,41.9,45.97,32.36,-14.99,-60.86,14.06,59.01,55.67,48.36
ঐ,-7.49,39.5,48.59,35.31,-14.32,-66.0,7.24,51.73,51.33,43.31
ঐ,-4.48,41.7,47.89,34.44,-13.58,-61.62,10.93,56.18,53.83,44.53
ঐ,-7.73,38.67,50.25,36.34,-18.91,-70.48,0.93,42.32,42.97,40.48
ঐ,-6.44,33.39,53.13,39.89,-27.47,-88.59,-19.02,12.11,22.87,27.8
ঐ,-10.08,33.58,50.92,38.23,-26.09,-85.85,-14.1,18.91,26.3,30.97
ঐ,-20.52,24.6,39.12,28.17,-31.14,-81.31,-7.22,22.56,27.42,38.05
ঐ,-22.06,23.46,39.25,29.4,-31.71,-84.35,-9.81,18.61,25.05,36.05
ঐ,-32.93,11.07,28.11,20.86,-40.52,-104.75,-18.02,3.81,12.68,32.75
ঐ,-26.82,9.88,25.19,-1.4,-56.02,-94.95,-15.51,8.14,18.6,58.47
ঐ,-30.33,11.04,22.3,3.91,-40.96,-91.5,4.52,32.14,30.92,58.69
ঐ,-36.71,17.69,27.06,9.43,-31.24,-68.94,8.08,38.94,35.47,55.29
ঐ,-30.58,23.81,32.31,13.75,-25.87,-65.7,9.26,43.6,38.2,51.45
ঐ,-30.02,25.38,33.26,14.79,-24.46,-64.7,10.69,45.95,39.82,51.68
ঐ,-24.71,30.56,38.93,18.78,-22.6,-66.02,8.77,46.72,39.28,47.58
ঐ,-23.76,31.11,43.44,22.51,-26.56,-75.0,0.57,37.63,32.6,43.12
ঐ,-25.16,28.36,42.78,20.77,-29.76,-78.8,-4.45,29.7,27.23,38.45
ঐ,-23.94,28.82,42.43,19.5,-29.6,-75.97,-4.61,30.21,26.94,37.33
ঐ,-21.59,30.51,44.87,21.64,-26.67,-75.52,-4.14,31.61,27.7,36.35
ঐ,-23.44,30.08,43.9,21.25,-26.14,-76.76,-3.19,32.71,28.51,36.97
ঐ,-32.63,19.77,32.02,13.28,-29.32,-76.3,0.14,30.41,27.89,41.81
ঐ,-28.68,5.96,23.37,7.58,-47.04,-102.66,-10.34,12.63,17.06,43.86
ঐ,3.37,18.31,27.24,7.99,-38.93,-105.24,-0.24,26.98,31.63,47.5
ঐ,-4.39,17.07,23.3,1.89,-40.84,-93.55,2.09,29.66,33.16,60.78
ঐ,-3.93,24.82,30.81,19.09,-31.3,-95.78,10.28,41.11,40.66,53.16
ঐ,-2.85,14.57,27.86,17.88,-39.79,-114.04,-3.08,21.37,26.08,43.7
ঐ,-2.02,2.47,14.31,12.77,-36.47,-107.97,-4.45,17.57,28.83,45.01
ঐ,-3.93,6.81,22.69,20.49,-31.9,-102.84,-3.84,20.36,30.8,28.76
ঐ,-6.32,5.86,23.38,19.11,-40.76,-103.01,-4.4,20.82,29.11,42.95
ঐ,-7.24,6.39,25.0,20.31,-40.4,-100.33,-4.67,20.66,29.48,39.83
ঐ,-8.57,6.28,24.82,20.08,-38.31,-100.46,-2.99,23.5,31.7,39.66
ঐ,-12.45,3.76,17.01,17.36,-42.25,-101.44,-1.82,19.07,26.99,39.32
ঐ,-23.79,-2.36,10.23,9.39,-17.18,-88.27,-2.35,23.16,29.25,29.04
ঐ,-30.1,2.88,18.01,18.38,-26.07,-83.56,-2.6,23.51,32.22,35.25
ঐ,-32.44,5.47,21.31,19.09,-33.98,-84.99,-5.65,20.89,29.48,38.09
ঐ,-15.37,10.25,26.93,20.93,-37.8,-82.8,-5.21,22.85,31.61,42.79
ঐ,1.0,21.82,40.78,30.72,-28.54,-90.46,-9.0,24.94,34.11,34.46
ঐ,20.85,36.03,57.82,42.94,-21.96,-88.72,-15.21,26.68,35.23,26.17
ঐ,29.27,47.74,66.99,48.58,-18.01,-80.49,-16.99,38.6,39.73,23.5
ঐ,24.46,47.22,67.65,50.17,-15.93,-85.32,-16.43,38.83,39.16,23.01
ঐ,6.33,38.03,59.9,43.4,-24.07,-91.5,-18.75,20.26,27.29,21.82
ঐ,3.59,26.96,47.58,31.82,-28.91,-93.1,-19.0,12.87,22.7,22.2
ঐ,-1.01,21.36,40.28,27.15,-26.95,-90.56,-15.61,14.76,23.33,23.02
ঐ,-6.43,4.95,16.92,8.53,-29.51,-89.87,-15.46,9.33,19.49,22.21
ঐ,-7.84,10.71,21.35,7.77,-16.77,-88.69,-15.25,10.52,19.14,21.0
ঐ,-10.25,11.39,23.41,20.44,-16.5,-88.57,-15.12,11.47,24.04,25.0
ঐ,-8.11,17.78,27.55,29.74,-21.88,-87.65,-14.23,12.64,29.48,27.37
ঐ,-5.02,18.12,29.03,29.81,-20.55,-90.62,-16.42,9.99,26.93,24.94
ঐ,-8.42,10.33,17.45,14.45,-29.6,-91.11,-10.59,13.52,24.83,35.18
ঐ,-16.57,12.12,16.79,12.05,-26.05,-83.6,-0.98,24.22,32.21,40.83
ঐ,17.15,25.95,50.07,29.62,-26.15,-83.68,-6.96,35.28,37.11,36.88
ঐ,1.28,15.7,40.65,21.55,-27.34,-81.77,0.25,36.49,38.19,46.02
ঐ,-3.84,28.46,46.04,28.23,-28.11,-80.32,-8.06,23.2,32.45,33.29
ঐ,-1.48,29.22,45.51,27.54,-31.45,-81.28,-7.89,26.35,33.46,33.55
ঐ,11.8,28.7,44.43,27.37,-32.85,-95.78,-5.98,23.98,30.25,30.3
ঐ,10.81,30.61,46.29,28.98,-30.74,-91.86,-4.68,27.17,32.39,31.66
ঐ,5.21,31.84,47.48,30.27,-29.86,-84.85,-4.51,28.83,33.04,31.42
ঐ,-0.75,18.98,39.92,24.25,-34.86,-96.67,-4.66,24.53,29.74,33.71
ঐ,2.28,19.78,39.24,23.88,-34.51,-92.28,-2.88,26.45,30.68,33.9
ঐ,1.95,19.34,39.33,23.82,-35.13,-93.97,-4.3,25.25,29.77,33.69
ঐ,1.28,20.3,40.56,25.14,-33.73,-92.3,-3.72,26.36,30.63,33.34
ঐ,9.08,10.12,32.6,18.38,-39.39,-101.8,-3.99,21.11,26.38,28.93
ঐ,0.61,0.39,24.67,12.83,-42.98,-107.99,-8.18,12.58,19.24,21.87
ঐ,3.24,0.15,23.07,10.51,-43.09,-106.63,-5.81,15.14,20.71,25.65
ঐ,8.02,2.05,24.51,11.29,-41.15,-103.58,-2.29,20.63,24.5,30.11
ঐ,3.45,0.44,24.61,11.43,-40.73,-100.29,-1.68,21.29,25.06,30.38
ঐ,-1.64,14.18,28.69,14.78,-36.31,-94.67,-5.34,19.48,25.93,31.84
ঐ,7.16,15.14,29.43,14.29,-35.67,-94.93,-3.67,22.58,27.96,32.0
ঐ,8.98,20.89,34.24,17.31,-32.03,-91.37,-2.91,26.11,30.4,32.46
ঐ,7.6,22.03,35.96,18.85,-30.49,-91.39,-3.63,25.88,30.24,31.66
ঐ,6.95,21.91,35.86,18.86,-29.85,-91.66,-2.65,26.81,30.59,32.05
ঐ,5.12,21.74,34.05,16.96,-32.05,-88.69,-0.03,29.78,32.51,36.87
ঐ,3.89,16.66,35.09,19.32,-32.69,-103.33,-11.9,12.13,19.91,22.76
ঐ,-5.22,14.29,29.2,14.27,-36.58,-97.47,-6.31,18.01,23.0,27.08
ঐ,-4.81,14.83,30.48,15.64,-32.19,-96.94,-6.27,18.45,23.84,26.44
ঐ,-0.43,16.62,33.73,24.68,-25.23,-94.22,-3.22,24.92,33.06,35.36
ঐ,-5.21,30.58,46.37,35.76,-21.4,-96.03,-4.22,26.55,35.65,28.99
ঐ,-10.98,39.3,51.45,39.03,-15.41,-89.41,-4.25,31.95,40.08,26.5
ঐ,8.69,36.23,49.34,38.48,-11.44,-97.21,-4.0,31.25,39.05,21.53
ঐ,10.26,34.53,46.5,35.51,-15.72,-97.92,-4.41,26.73,36.21,21.96
ঐ,7.98,20.56,36.33,28.4,-23.42,-112.93,-12.14,9.29,20.18,13.72
ঐ,6.32,2.86,20.52,8.24,-62.66,-121.54,-21.24,-1.97,16.26,49.46
ঐ,-6.57,21.47,39.06,11.63,-44.36,-99.0,-14.39,12.34,26.03,48.97
ঐ,-23.63,21.31,39.59,13.79,-40.02,-82.89,-15.48,11.29,25.56,41.71
ঐ,-28.34,10.62,21.52,4.29,-41.29,-66.47,-17.01,7.89,25.51,43.14
ঐ,-15.53,8.27,19.92,4.65,-41.86,-95.37,-19.45,2.19,21.22,37.86
ঐ,-18.28,8.42,15.56,4.04,-34.55,-92.12,-17.16,3.43,21.92,26.93
ঐ,-22.31,7.94,18.78,10.26,-33.62,-87.71,-15.18,6.94,16.48,17.05
ঐ,2.63,7.74,19.12,10.63,-38.37,-102.51,-15.76,6.39,15.4,14.47
ঐ,3.2,0.63,12.78,5.73,-43.27,-102.79,-13.67,7.65,16.6,11.93
ঐ,-3.67,2.05,16.23,8.32,-41.97,-102.89,-12.94,6.99,16.38,13.94
ঐ,0.18,-3.74,12.17,4.87,-45.6,-104.59,-10.24,6.14,16.52,10.03
ঐ,-0.27,8.59,29.52,18.14,-40.16,-105.03,-15.56,5.48,16.85,13.67
ঐ,-1.41,1.34,27.88,14.14,-49.98,-102.53,-17.03,5.4,18.66,29.97
ঐ,-6.52,0.79,29.98,15.6,-46.9,-100.96,-16.03,7.08,22.84,38.5
ঐ,-7.35,12.41,33.36,19.41,-45.63,-98.32,-15.94,8.36,23.56,37.18
ঐ,-7.37,13.26,34.48,19.85,-45.44,-95.73,-15.11,11.37,24.82,38.3
ঐ,-6.42,15.46,37.17,21.79,-42.98,-94.08,-14.61,13.33,26.92,38.73
ঐ,-5.62,14.58,35.56,19.84,-44.55,-94.45,-14.36,13.3,26.63,41.07
ঐ,1.29,14.75,34.48,19.74,-47.72,-100.8,-11.88,15.15,25.72,35.41
ঐ,13.82,17.59,37.33,21.42,-47.91,-106.09,-15.15,9.32,22.89,29.37
ঐ,13.4,18.03,37.77,21.58,-47.44,-106.25,-15.72,8.96,22.13,28.79
ঐ,11.17,17.33,35.63,21.18,-47.27,-103.73,-14.5,10.71,23.22,26.4
ঐ,10.43,17.67,36.13,21.81,-45.39,-103.3,-14.73,10.93,23.6,26.99
ঐ,10.46,16.71,35.43,21.4,-46.3,-105.04,-15.12,10.07,23.27,27.28
ঐ,11.06,18.19,36.25,21.51,-45.32,-103.58,-15.03,9.96,22.99,27.23
ঐ,10.97,16.61,36.27,23.56,-44.83,-104.3,-16.41,9.31,23.31,27.86
ঐ,2.12,11.7,27.36,12.83,-44.92,-105.25,-12.25,13.65,26.32,45.65
ঐ,1.32,9.87,27.33,11.29,-57.47,-110.24,-13.34,9.66,20.81,35.82
ঐ,2.78,10.71,29.39,11.36,-52.0,-110.28,-12.98,10.43,22.53,43.14
ঐ,-13.42,12.33,23.73,6.2,-44.05,-95.96,-11.56,11.22,22.18,34.61
ঐ,-11.3,11.27,25.07,4.44,-49.88,-96.86,-13.48,8.57,20.23,46.05
ঐ,-10.66,14.49,27.6,5.67,-49.62,-94.92,-13.44,9.87,21.34,44.97
ঐ,-10.55,15.38,28.97,7.15,-47.82,-95.69,-13.27,10.31,22.05,43.05
ঐ,-12.08,16.24,29.81,7.83,-46.12,-94.7,-12.48,11.47,22.15,42.38
ঐ,-9.82,17.87,32.12,8.72,-48.94,-94.3,-12.61,12.71,21.91,40.66
ঐ,-2.71,22.7,38.27,13.67,-46.21,-89.02,-12.0,17.02,26.54,43.54
ঐ,-7.88,13.57,29.75,6.42,-54.82,-100.47,-16.78,5.23,16.79,36.17
ঐ,-1.29,13.27,31.95,9.51,-52.26,-102.29,-17.54,4.14,17.61,31.06
ঐ,-6.11,14.7,32.99,18.05,-48.98,-101.25,-15.75,7.58,20.6,29.91
ঐ,-7.96,13.34,32.79,18.33,-46.5,-102.39,-16.37,6.89,19.69,28.2
ঐ,-7.58,13.48,31.81,16.31,-48.19,-100.0,-15.72,7.33,19.98,29.94
ঐ,-6.93,15.12,33.3,17.25,-48.33,-101.17,-16.29,7.18,19.77,28.41
ঐ,-7.78,17.56,34.75,17.92,-42.03,-95.9,-11.02,14.55,24.99,37.06
ঐ,-15.59,14.08,28.07,11.71,-40.27,-89.0,-1.5,24.33,31.0,49.91
ঐ,-10.02,18.68,33.05,14.77,-40.76,-88.5,-3.54,24.17,30.69,43.12
ঐ,-8.89,11.25,15.0,2.62,-28.08,-91.82,-10.47,12.95,25.0,29.07
ঐ,-9.03,11.4,24.12,9.6,-25.78,-92.6,-11.34,14.43,25.02,26.28
ঐ,12.22,13.79,27.22,9.8,-23.69,-99.68,-12.25,12.94,23.77,23.06
ঐ,12.62,14.18,27.69,9.61,-23.48,-101.66,-12.44,13.18,23.63,23.32
ঐ,17.81,10.6,25.76,7.73,-24.1,-102.66,-15.97,8.4,19.2,21.64
ঐ,19.47,-3.55,11.92,-1.69,-31.64,-117.07,-23.55,-3.8,8.97,12.44
ঐ,23.48,-2.26,14.87,1.29,-28.66,-120.85,-28.94,-9.03,5.12,8.48
ঐ,19.02,0.69,24.66,7.94,-27.47,-119.5,-28.61,-7.99,3.76,6.64
ঐ,19.76,16.95,43.0,18.54,-53.1,-114.64,-24.89,-3.27,10.68,7.75
ঐ,13.29,12.81,38.94,15.91,-50.12,-116.47,-27.67,-7.55,6.74,4.38
ঐ,25.97,21.15,46.4,13.73,-49.08,-104.22,-22.57,3.7,18.28,23.06
ঐ,22.77,19.46,45.93,13.55,-44.05,-102.81,-20.52,6.62,20.8,31.34
ঐ,22.94,26.63,48.76,12.69,-38.96,-90.43,-12.3,21.1,27.54,39.86
ঐ,25.72,25.66,48.07,11.33,-38.44,-88.36,-12.11,20.74,27.94,40.58
ঐ,22.87,27.94,49.51,11.89,-35.18,-85.05,-8.55,26.78,31.84,44.83
ঐ,20.31,28.68,49.43,11.11,-34.66,-86.03,-7.37,28.3,31.95,45.34
ঐ,17.09,30.05,50.28,11.85,-33.31,-85.88,-5.85,29.98,32.36,44.29
ঐ,13.83,30.7,50.04,19.53,-31.27,-83.43,-2.9,36.33,37.25,45.07
ঐ,10.16,32.38,50.81,25.06,-28.42,-82.33,1.46,44.87,42.89,46.34
ঐ,7.38,29.39,49.34,24.04,-30.91,-82.62,0.67,42.29,41.72,49.76
ঐ,6.01,37.14,50.91,24.6,-29.11,-82.95,-1.75,41.72,42.43,47.87
ঐ,10.99,41.52,51.49,22.36,-42.7,-90.8,-10.69,25.37,33.41,45.71
ঐ,12.28,33.05,46.16,20.02,-44.07,-99.92,-14.9,14.41,26.38,39.03
ঐ,-1.12,32.3,46.18,19.74,-44.22,-94.19,-16.41,12.25,25.05,35.97
ঐ,-3.43,37.05,52.72,25.42,-39.89,-92.69,-15.07,17.5,26.79,36.69
ঐ,-3.58,35.71,51.85,29.94,-46.61,-92.89,-13.57,21.47,28.47,37.14
ঐ,-4.93,31.9,51.75,34.62,-42.98,-99.38,-20.41,8.43,18.74,21.3
ঐ,-3.34,34.92,53.39,34.17,-42.13,-94.61,-19.32,10.99,20.44,22.25
ঐ,-8.57,31.29,50.93,32.93,-41.62,-100.3,-21.88,5.07,16.09,16.94
ঐ,-10.02,30.49,51.92,36.0,-36.29,-103.21,-23.67,0.12,12.98,18.52
ঐ,-10.63,34.72,53.57,33.95,-39.91,-95.25,-20.67,9.2,18.13,18.16
ঐ,-14.77,30.45,49.19,26.95,-42.46,-97.07,-16.95,11.59,18.85,20.09
ঐ,-14.9,27.31,44.89,25.32,-40.97,-89.14,-13.13,15.13,25.39,34.4
ঐ,-14.64,28.2,45.79,29.63,-40.3,-87.88,-13.95,16.08,26.21,34.03
ঐ,11.56,31.04,48.04,30.75,-37.93,-100.13,-14.36,15.53,25.77,32.48
ঐ,5.19,31.87,49.15,31.2,-39.34,-99.44,-15.53,15.05,25.33,29.85
ঐ,0.11,30.4,49.77,31.78,-37.43,-97.63,-15.9,13.5,24.29,28.42
ঐ,10.75,27.81,45.39,27.95,-38.56,-102.65,-14.66,14.09,23.76,27.89
ঐ,-8.65,28.17,46.39,28.84,-36.84,-93.0,-15.42,13.97,23.6,27.77
ঐ,-10.2,26.41,44.79,28.47,-36.54,-92.58,-13.42,15.54,23.64,28.87
ঐ,-10.85,27.22,44.72,28.44,-41.7,-91.35,-13.41,15.83,23.54,27.47
ঐ,-4.55,26.45,43.2,26.34,-40.92,-96.71,-10.38,19.81,26.79,34.76
ঐ,-9.33,19.84,36.69,22.15,-41.08,-101.62,-9.23,17.69,24.7,37.48
ঐ,-5.21,21.67,38.44,23.04,-39.92,-99.77,-8.05,19.92,25.63,34.91
ঐ,3.09,21.26,38.03,22.22,-40.89,-102.31,-9.53,18.07,24.45,32.54
ঐ,6.12,17.15,32.63,17.32,-44.78,-101.46,-12.1,13.02,20.76,26.47
ঐ,-5.13,13.87,28.18,14.46,-43.99,-101.83,-4.18,21.65,26.85,36.46
ঐ,-9.48,12.86,27.83,14.49,-42.92,-102.92,-4.14,21.47,26.6,36.66
ঐ,-11.4,12.97,27.58,14.13,-44.83,-101.75,-5.59,19.93,25.25,34.88
ঐ,-4.24,15.31,27.5,4.39,-56.58,-96.42,-6.12,19.4,26.72,47.61
ঐ,-8.1,24.7,43.21,26.79,-33.37,-106.9,-1.7,29.17,37.43,48.8
ঐ,10.62,14.18,31.95,18.15,-33.99,-95.27,-16.12,10.79,25.44,27.21
ঐ,13.52,8.27,19.42,7.69,-32.79,-93.47,-10.28,18.85,32.3,39.45
ঐ,11.19,28.05,48.2,32.18,-14.67,-87.65,-7.96,29.0,35.43,26.57
ঐ,10.31,27.47,52.12,33.15,-34.34,-88.75,-11.49,27.08,34.87,38.93
ঐ,9.67,28.57,53.27,34.63,-32.2,-89.29,-10.42,28.85,35.38,38.19
ঐ,7.82,25.87,49.5,31.85,-31.8,-88.63,-9.85,27.94,35.36,37.96
ঐ,18.1,27.4,50.91,33.33,-29.18,-84.98,-16.54,20.36,30.07,26.26
ঐ,6.26,24.94,46.93,32.22,-26.53,-87.59,-10.55,25.71,33.37,29.94
ঐ,3.82,24.29,45.85,31.68,-22.84,-85.65,-9.39,26.66,33.84,29.12
ঐ,3.12,24.81,49.03,29.69,-33.04,-85.77,-10.58,25.25,30.83,38.21
ঐ,3.96,24.29,49.59,31.82,-29.91,-86.87,-11.66,25.54,33.73,36.02
ঐ,3.54,19.57,47.41,31.21,-29.5,-92.6,-13.15,20.54,30.18,31.2
ঐ,6.12,19.13,46.57,30.95,-32.02,-96.96,-14.9,16.64,26.59,28.79
ঐ,10.53,17.53,45.39,29.52,-33.86,-99.33,-17.58,11.99,22.73,24.89
ঐ,-0.86,19.6,45.64,29.21,-27.87,-85.89,-8.3,27.53,33.14,31.74
ঐ,-5.92,20.73,45.49,28.99,-26.26,-80.22,-5.76,31.22,35.2,32.96
ঐ,8.46,15.66,36.04,25.74,-20.9,-90.33,-8.54,18.71,30.37,24.05
ঐ,22.37,20.32,41.2,24.41,-32.01,-97.51,-14.87,11.99,26.0,28.25
ঐ,18.09,17.47,37.85,23.91,-31.28,-98.0,-17.83,9.98,23.28,23.76
ঐ,1.93,12.32,30.84,18.28,-30.39,-93.69,-10.91,18.16,28.53,32.22
ঐ,3.55,15.1,33.17,20.12,-26.52,-89.58,-9.22,21.4,30.64,30.95
ঐ,4.41,14.21,33.12,19.34,-27.0,-92.89,-13.9,15.01,25.94,27.19
ঐ,4.87,14.41,35.63,21.12,-20.63,-87.82,-10.35,20.34,29.32,28.25
ঐ,-17.73,30.99,44.82,5.93,-20.66,-76.66,-5.13,25.02,19.86,31.83
ঐ,23.21,33.72,48.92,25.64,-18.36,-83.7,-6.15,30.45,30.86,24.17
ঐ,16.07,6.27,35.63,-4.31,-23.08,-89.07,-9.28,21.61,36.58,35.92
ঐ,0.79,19.55,15.35,-0.74,-20.18,-83.34,-17.08,16.82,21.01,30.02
ঐ,1.45,24.09,21.86,-1.91,-18.63,-83.89,-11.26,15.81,22.54,28.52
ঐ,0.68,0.73,25.97,3.48,-15.36,-79.66,-13.08,20.54,20.91,29.23
ঐ,0.41,29.29,27.97,4.53,-16.09,-83.01,-9.75,16.18,17.36,24.64
ঐ,-0.15,40.94,52.26,7.9,-21.08,-80.11,-6.98,31.0,20.41,35.2
ঐ,0.66,35.19,47.79,2.97,-26.76,-78.56,-6.71,31.08,30.86,55.15
ঐ,-0.78,22.46,36.73,15.4,-21.96,-77.12,-6.97,25.82,35.55,49.28
ঐ,-1.33,23.91,38.8,15.83,-22.66,-79.37,-5.93,26.66,34.73,52.55
ঐ,-4.66,23.75,36.89,14.07,-23.5,-76.03,-4.45,29.05,36.69,55.51
ঐ,-7.05,20.4,33.54,10.9,-22.18,-77.88,-4.04,29.11,37.33,56.21
ঐ,-7.48,19.66,33.95,11.54,-23.18,-79.74,-5.54,27.5,36.03,54.83
ঐ,-6.51,23.95,36.76,14.96,-21.58,-72.65,-3.29,31.04,32.91,44.14
ঐ,-13.43,21.77,36.82,14.98,-15.58,-77.27,-4.84,27.89,26.52,29.75
ঐ,-15.18,21.43,35.87,14.87,-17.43,-77.58,-5.36,26.52,26.1,31.39
ঐ,-15.5,19.56,33.58,13.12,-19.87,-76.69,-5.22,26.49,26.62,34.91
ঐ,-15.4,19.77,33.84,13.89,-18.55,-76.27,-4.58,27.09,27.12,33.91
ঐ,-8.85,19.64,31.08,6.45,-30.43,-75.42,-3.32,27.9,31.71,52.61
ঐ,-15.31,7.03,19.44,-3.77,-30.04,-75.7,-5.59,23.53,30.23,57.26
ঐ,-17.63,7.67,21.54,-0.02,-30.24,-83.67,-7.49,23.25,31.91,61.85
ঐ,-16.74,7.48,21.61,-0.75,-32.36,-83.37,-8.83,21.97,30.09,61.29
ঐ,-17.83,4.49,18.29,-3.55,-34.58,-83.06,-8.88,20.87,28.69,63.2
ঐ,-19.13,9.17,24.69,1.54,-29.72,-87.92,-10.16,21.42,31.05,60.24
ঐ,-21.72,4.7,15.54,-7.79,-23.0,-78.7,-7.27,21.69,22.82,33.85
